,Num_Extra_Tickets,Flight_number,Revenue
55288,5,5288,60900
55289,5,5289,57768
55290,5,5290,61248
55291,5,5291,61944
55292,5,5292,60552
55293,5,5293,61944
55294,5,5294,59160
55295,5,5295,61248
55296,5,5296,59856
55297,5,5297,60552
55298,5,5298,60552
55299,5,5299,60552
55300,5,5300,60900
55301,5,5301,59508
55302,5,5302,59856
55303,5,5303,59160
55304,5,5304,60900
55305,5,5305,60552
55306,5,5306,60900
55307,5,5307,60204
55308,5,5308,60552
55309,5,5309,61596
55310,5,5310,60204
55311,5,5311,61248
55312,5,5312,59508
55313,5,5313,61596
55314,5,5314,60552
55315,5,5315,61596
55316,5,5316,60552
55317,5,5317,60552
55318,5,5318,60204
55319,5,5319,60204
55320,5,5320,60900
55321,5,5321,61248
55322,5,5322,60552
55323,5,5323,59856
55324,5,5324,60552
55325,5,5325,59856
55326,5,5326,59856
55327,5,5327,60552
55328,5,5328,60204
55329,5,5329,60900
55330,5,5330,60204
55331,5,5331,60900
55332,5,5332,59508
55333,5,5333,61248
55334,5,5334,60900
55335,5,5335,59508
55336,5,5336,60552
55337,5,5337,59856
55338,5,5338,60552
55339,5,5339,60204
55340,5,5340,60552
55341,5,5341,60900
55342,5,5342,60204
55343,5,5343,61944
55344,5,5344,60552
55345,5,5345,61248
55346,5,5346,61596
55347,5,5347,60900
55348,5,5348,59160
55349,5,5349,61596
55350,5,5350,59508
55351,5,5351,61248
55352,5,5352,59508
55353,5,5353,60552
55354,5,5354,57072
55355,5,5355,59856
55356,5,5356,61248
55357,5,5357,60552
55358,5,5358,56376
55359,5,5359,59508
55360,5,5360,59160
55361,5,5361,61596
55362,5,5362,60204
55363,5,5363,59856
55364,5,5364,61248
55365,5,5365,60552
55366,5,5366,61248
55367,5,5367,59856
55368,5,5368,59856
55369,5,5369,61248
55370,5,5370,61596
55371,5,5371,60900
55372,5,5372,60900
55373,5,5373,59508
55374,5,5374,60900
55375,5,5375,58812
55376,5,5376,60900
55377,5,5377,60204
55378,5,5378,59508
55379,5,5379,60900
55380,5,5380,61248
55381,5,5381,61248
55382,5,5382,61944
55383,5,5383,61944
55384,5,5384,59160
55385,5,5385,59856
55386,5,5386,61248
55387,5,5387,61248
55388,5,5388,59160
55389,5,5389,59856
55390,5,5390,60552
55391,5,5391,61596
55392,5,5392,59160
55393,5,5393,60204
55394,5,5394,61248
55395,5,5395,60552
55396,5,5396,58464
55397,5,5397,59508
55398,5,5398,59508
55399,5,5399,61248
55400,5,5400,61248
55401,5,5401,61248
55402,5,5402,58464
55403,5,5403,60204
55404,5,5404,59856
55405,5,5405,60552
55406,5,5406,61596
55407,5,5407,61944
55408,5,5408,60204
55409,5,5409,60204
55410,5,5410,60552
55411,5,5411,60204
55412,5,5412,57420
55413,5,5413,60552
55414,5,5414,60900
55415,5,5415,61248
55416,5,5416,61944
55417,5,5417,60552
55418,5,5418,60552
55419,5,5419,60900
55420,5,5420,60204
55421,5,5421,60900
55422,5,5422,59856
55423,5,5423,59160
55424,5,5424,59508
55425,5,5425,59160
55426,5,5426,59508
55427,5,5427,61596
55428,5,5428,60204
55429,5,5429,61248
55430,5,5430,60900
55431,5,5431,60552
55432,5,5432,61248
55433,5,5433,58464
55434,5,5434,61248
55435,5,5435,58812
55436,5,5436,60552
55437,5,5437,61596
55438,5,5438,60204
55439,5,5439,60900
55440,5,5440,60552
55441,5,5441,58812
55442,5,5442,61248
55443,5,5443,61596
55444,5,5444,60552
55445,5,5445,61248
55446,5,5446,61944
55447,5,5447,61248
55448,5,5448,59856
55449,5,5449,61944
55450,5,5450,61944
55451,5,5451,59160
55452,5,5452,59856
55453,5,5453,59856
55454,5,5454,59160
55455,5,5455,60552
55456,5,5456,60204
55457,5,5457,61944
55458,5,5458,61248
55459,5,5459,61248
55460,5,5460,60900
55461,5,5461,59508
55462,5,5462,61248
55463,5,5463,60552
55464,5,5464,60552
55465,5,5465,61596
55466,5,5466,61248
55467,5,5467,60900
55468,5,5468,58812
55469,5,5469,60900
55470,5,5470,60552
55471,5,5471,60552
55472,5,5472,60900
55473,5,5473,60900
55474,5,5474,60552
55475,5,5475,60552
55476,5,5476,60552
55477,5,5477,57420
55478,5,5478,61596
55479,5,5479,59856
55480,5,5480,60552
55481,5,5481,59856
55482,5,5482,60900
55483,5,5483,61596
55484,5,5484,61248
55485,5,5485,59160
55486,5,5486,61248
55487,5,5487,59856
55488,5,5488,60204
55489,5,5489,60900
55490,5,5490,61596
55491,5,5491,60204
55492,5,5492,60552
55493,5,5493,60552
55494,5,5494,59160
55495,5,5495,61248
55496,5,5496,60900
55497,5,5497,61944
55498,5,5498,60552
55499,5,5499,61248
55500,5,5500,59856
55501,5,5501,59856
55502,5,5502,58812
55503,5,5503,59160
55504,5,5504,57768
55505,5,5505,59856
55506,5,5506,60552
55507,5,5507,60552
55508,5,5508,59160
55509,5,5509,60552
55510,5,5510,59160
55511,5,5511,60204
55512,5,5512,60552
55513,5,5513,60204
55514,5,5514,61596
55515,5,5515,59856
55516,5,5516,59856
55517,5,5517,61248
55518,5,5518,59856
55519,5,5519,59856
55520,5,5520,61944
55521,5,5521,61596
55522,5,5522,60552
55523,5,5523,60204
55524,5,5524,61596
55525,5,5525,60900
55526,5,5526,60900
55527,5,5527,58464
55528,5,5528,60552
55529,5,5529,60204
55530,5,5530,61248
55531,5,5531,60900
55532,5,5532,59508
55533,5,5533,61248
55534,5,5534,60900
55535,5,5535,61944
55536,5,5536,61944
55537,5,5537,61944
55538,5,5538,60900
55539,5,5539,59160
55540,5,5540,60552
55541,5,5541,61248
55542,5,5542,61944
55543,5,5543,61248
55544,5,5544,61248
55545,5,5545,61596
55546,5,5546,60900
55547,5,5547,60204
55548,5,5548,59160
55549,5,5549,60900
55550,5,5550,60552
55551,5,5551,61248
55552,5,5552,60900
55553,5,5553,60900
55554,5,5554,61248
55555,5,5555,59856
55556,5,5556,59160
55557,5,5557,60204
55558,5,5558,61248
55559,5,5559,58812
55560,5,5560,61944
55561,5,5561,59856
55562,5,5562,59508
55563,5,5563,60900
55564,5,5564,60552
55565,5,5565,59508
55566,5,5566,60552
55567,5,5567,61248
55568,5,5568,59508
55569,5,5569,61248
55570,5,5570,60204
55571,5,5571,58116
55572,5,5572,61596
55573,5,5573,61248
55574,5,5574,58812
55575,5,5575,60900
55576,5,5576,61944
55577,5,5577,59508
55578,5,5578,60552
55579,5,5579,61248
55580,5,5580,60900
55581,5,5581,60900
55582,5,5582,61596
55583,5,5583,60900
55584,5,5584,61248
55585,5,5585,58812
55586,5,5586,60552
55587,5,5587,60204
55588,5,5588,60204
55589,5,5589,61596
55590,5,5590,60552
55591,5,5591,61944
55592,5,5592,60900
55593,5,5593,57768
55594,5,5594,58812
55595,5,5595,61596
55596,5,5596,61248
55597,5,5597,61248
55598,5,5598,60552
55599,5,5599,58812
55600,5,5600,58812
55601,5,5601,60552
55602,5,5602,61944
55603,5,5603,59508
55604,5,5604,59160
55605,5,5605,58464
55606,5,5606,61944
55607,5,5607,61248
55608,5,5608,60552
55609,5,5609,59856
55610,5,5610,60204
55611,5,5611,59160
55612,5,5612,60552
55613,5,5613,60552
55614,5,5614,59508
55615,5,5615,60204
55616,5,5616,60900
55617,5,5617,59856
55618,5,5618,61944
55619,5,5619,59856
55620,5,5620,59856
55621,5,5621,61248
55622,5,5622,61596
55623,5,5623,59856
55624,5,5624,60552
55625,5,5625,61248
55626,5,5626,60204
55627,5,5627,60900
55628,5,5628,60900
55629,5,5629,60552
55630,5,5630,60900
55631,5,5631,59856
55632,5,5632,60204
55633,5,5633,58464
55634,5,5634,60204
55635,5,5635,60900
55636,5,5636,60552
55637,5,5637,58812
55638,5,5638,60552
55639,5,5639,60204
55640,5,5640,59508
55641,5,5641,61596
55642,5,5642,61596
55643,5,5643,60900
55644,5,5644,61596
55645,5,5645,61248
55646,5,5646,61248
55647,5,5647,60900
55648,5,5648,60552
55649,5,5649,60204
55650,5,5650,58812
55651,5,5651,58464
55652,5,5652,59856
55653,5,5653,60204
55654,5,5654,60900
55655,5,5655,61248
55656,5,5656,59508
55657,5,5657,60552
55658,5,5658,58464
55659,5,5659,59160
55660,5,5660,60900
55661,5,5661,61248
55662,5,5662,61944
55663,5,5663,60552
55664,5,5664,60900
55665,5,5665,61248
55666,5,5666,59160
55667,5,5667,61248
55668,5,5668,61944
55669,5,5669,61596
55670,5,5670,60552
55671,5,5671,59856
55672,5,5672,60204
55673,5,5673,59856
55674,5,5674,60204
55675,5,5675,60900
55676,5,5676,59856
55677,5,5677,59160
55678,5,5678,61248
55679,5,5679,60900
55680,5,5680,58464
55681,5,5681,61248
55682,5,5682,60552
55683,5,5683,60900
55684,5,5684,61248
55685,5,5685,60204
55686,5,5686,59508
55687,5,5687,61248
55688,5,5688,59160
55689,5,5689,60900
55690,5,5690,61248
55691,5,5691,61248
55692,5,5692,60552
55693,5,5693,60900
55694,5,5694,61248
55695,5,5695,60552
55696,5,5696,61248
55697,5,5697,60552
55698,5,5698,60900
55699,5,5699,59160
55700,5,5700,61248
55701,5,5701,61944
55702,5,5702,60552
55703,5,5703,60900
55704,5,5704,61248
55705,5,5705,61596
55706,5,5706,60204
55707,5,5707,61248
55708,5,5708,59508
55709,5,5709,61248
55710,5,5710,61944
55711,5,5711,60900
55712,5,5712,59856
55713,5,5713,58812
55714,5,5714,61596
55715,5,5715,60900
55716,5,5716,59856
55717,5,5717,61596
55718,5,5718,58116
55719,5,5719,60552
55720,5,5720,59508
55721,5,5721,61944
55722,5,5722,61248
55723,5,5723,59160
55724,5,5724,59508
55725,5,5725,59508
55726,5,5726,61596
55727,5,5727,60900
55728,5,5728,61596
55729,5,5729,60552
55730,5,5730,60552
55731,5,5731,60552
55732,5,5732,60900
55733,5,5733,59508
55734,5,5734,61248
55735,5,5735,60552
55736,5,5736,59508
55737,5,5737,59508
55738,5,5738,60552
55739,5,5739,59508
55740,5,5740,61248
55741,5,5741,60900
55742,5,5742,58464
55743,5,5743,58464
55744,5,5744,60552
55745,5,5745,60204
55746,5,5746,59508
55747,5,5747,58464
55748,5,5748,60900
55749,5,5749,59856
55750,5,5750,60900
55751,5,5751,60204
55752,5,5752,58116
55753,5,5753,60552
55754,5,5754,60552
55755,5,5755,60204
55756,5,5756,60204
55757,5,5757,60552
55758,5,5758,61248
55759,5,5759,60204
55760,5,5760,60552
55761,5,5761,60900
55762,5,5762,60204
55763,5,5763,59508
55764,5,5764,60552
55765,5,5765,59160
55766,5,5766,60900
55767,5,5767,61596
55768,5,5768,60900
55769,5,5769,61944
55770,5,5770,61944
55771,5,5771,60552
55772,5,5772,58464
55773,5,5773,61596
55774,5,5774,61248
55775,5,5775,58812
55776,5,5776,61248
55777,5,5777,60552
55778,5,5778,59856
55779,5,5779,60204
55780,5,5780,61248
55781,5,5781,58812
55782,5,5782,61596
55783,5,5783,60900
55784,5,5784,60552
55785,5,5785,61596
55786,5,5786,60900
55787,5,5787,59508
55788,5,5788,61248
55789,5,5789,60900
55790,5,5790,60204
55791,5,5791,60204
55792,5,5792,60552
55793,5,5793,59856
55794,5,5794,58812
55795,5,5795,60552
55796,5,5796,59508
55797,5,5797,60900
55798,5,5798,59856
55799,5,5799,58464
55800,5,5800,61596
55801,5,5801,58812
55802,5,5802,60552
55803,5,5803,60900
55804,5,5804,60204
55805,5,5805,60900
55806,5,5806,61596
55807,5,5807,59856
55808,5,5808,60552
55809,5,5809,60204
55810,5,5810,60204
55811,5,5811,61248
55812,5,5812,58812
55813,5,5813,61596
55814,5,5814,60552
55815,5,5815,59508
55816,5,5816,61944
55817,5,5817,58116
55818,5,5818,59856
55819,5,5819,60552
55820,5,5820,56724
55821,5,5821,60900
55822,5,5822,59508
55823,5,5823,59856
55824,5,5824,61248
55825,5,5825,60900
55826,5,5826,60204
55827,5,5827,61596
55828,5,5828,60552
55829,5,5829,60552
55830,5,5830,59856
55831,5,5831,61248
55832,5,5832,59160
55833,5,5833,61596
55834,5,5834,61596
55835,5,5835,60204
55836,5,5836,59856
55837,5,5837,60552
55838,5,5838,60900
55839,5,5839,60552
55840,5,5840,60900
55841,5,5841,61944
55842,5,5842,61248
55843,5,5843,60552
55844,5,5844,61596
55845,5,5845,61248
55846,5,5846,61596
55847,5,5847,60552
55848,5,5848,59508
55849,5,5849,60204
55850,5,5850,61944
55851,5,5851,60204
55852,5,5852,61248
55853,5,5853,60900
55854,5,5854,60900
55855,5,5855,59160
55856,5,5856,58464
55857,5,5857,59856
55858,5,5858,60900
55859,5,5859,61944
55860,5,5860,58812
55861,5,5861,60552
55862,5,5862,60900
55863,5,5863,61596
55864,5,5864,60552
55865,5,5865,60552
55866,5,5866,60552
55867,5,5867,60552
55868,5,5868,59160
55869,5,5869,60204
55870,5,5870,61944
55871,5,5871,61944
55872,5,5872,60900
55873,5,5873,59856
55874,5,5874,60900
55875,5,5875,60204
55876,5,5876,59856
55877,5,5877,59160
55878,5,5878,59856
55879,5,5879,60204
55880,5,5880,61944
55881,5,5881,61944
55882,5,5882,60552
55883,5,5883,60900
55884,5,5884,61248
55885,5,5885,60552
55886,5,5886,61248
55887,5,5887,58116
55888,5,5888,61596
55889,5,5889,60552
55890,5,5890,60552
55891,5,5891,60552
55892,5,5892,59160
55893,5,5893,58812
55894,5,5894,61248
55895,5,5895,58464
55896,5,5896,61596
55897,5,5897,61596
55898,5,5898,60552
55899,5,5899,57420
55900,5,5900,60204
55901,5,5901,59160
55902,5,5902,61596
55903,5,5903,60204
55904,5,5904,58464
55905,5,5905,60552
55906,5,5906,59856
55907,5,5907,59856
55908,5,5908,58812
55909,5,5909,60204
55910,5,5910,60204
55911,5,5911,61248
55912,5,5912,59508
55913,5,5913,59856
55914,5,5914,59856
55915,5,5915,59856
55916,5,5916,59856
55917,5,5917,61596
55918,5,5918,61596
55919,5,5919,60204
55920,5,5920,58464
55921,5,5921,61248
55922,5,5922,58464
55923,5,5923,59856
55924,5,5924,60900
55925,5,5925,61596
55926,5,5926,58812
55927,5,5927,61596
55928,5,5928,58464
55929,5,5929,58116
55930,5,5930,58812
55931,5,5931,61596
55932,5,5932,61944
55933,5,5933,60900
55934,5,5934,60552
55935,5,5935,60552
55936,5,5936,59856
55937,5,5937,59856
55938,5,5938,61248
55939,5,5939,60552
55940,5,5940,60552
55941,5,5941,61596
55942,5,5942,60204
55943,5,5943,59508
55944,5,5944,61596
55945,5,5945,60552
55946,5,5946,60900
55947,5,5947,59856
55948,5,5948,60204
55949,5,5949,59160
55950,5,5950,61944
55951,5,5951,61248
55952,5,5952,60900
55953,5,5953,60552
55954,5,5954,60900
55955,5,5955,61596
55956,5,5956,59856
55957,5,5957,59160
55958,5,5958,60204
55959,5,5959,59508
55960,5,5960,61944
55961,5,5961,60204
55962,5,5962,61248
55963,5,5963,61596
55964,5,5964,61248
55965,5,5965,60552
55966,5,5966,60204
55967,5,5967,60552
55968,5,5968,61248
55969,5,5969,59508
55970,5,5970,61248
55971,5,5971,60204
55972,5,5972,61248
55973,5,5973,59508
55974,5,5974,61248
55975,5,5975,60900
55976,5,5976,61596
55977,5,5977,60204
55978,5,5978,60552
55979,5,5979,60900
55980,5,5980,61596
55981,5,5981,60900
55982,5,5982,61944
55983,5,5983,61596
55984,5,5984,60900
55985,5,5985,59856
55986,5,5986,60552
55987,5,5987,60552
55988,5,5988,59508
55989,5,5989,59856
55990,5,5990,59508
55991,5,5991,60204
55992,5,5992,59160
55993,5,5993,60552
55994,5,5994,59856
55995,5,5995,60900
55996,5,5996,61248
55997,5,5997,60204
55998,5,5998,59160
55999,5,5999,59856
56000,5,6000,60204
56001,5,6001,60552
56002,5,6002,60204
56003,5,6003,60204
56004,5,6004,59856
56005,5,6005,61248
56006,5,6006,61248
56007,5,6007,59160
56008,5,6008,60204
56009,5,6009,60552
56010,5,6010,61248
56011,5,6011,60900
56012,5,6012,60900
56013,5,6013,60204
56014,5,6014,61248
56015,5,6015,60204
56016,5,6016,58464
56017,5,6017,60204
56018,5,6018,61944
56019,5,6019,60204
56020,5,6020,59160
56021,5,6021,58812
56022,5,6022,59856
56023,5,6023,59856
56024,5,6024,59508
56025,5,6025,60900
56026,5,6026,59856
56027,5,6027,59856
56028,5,6028,61596
56029,5,6029,59856
56030,5,6030,60204
56031,5,6031,60900
56032,5,6032,61596
56033,5,6033,60204
56034,5,6034,59508
56035,5,6035,60204
56036,5,6036,59508
56037,5,6037,59856
56038,5,6038,58464
56039,5,6039,59160
56040,5,6040,61596
56041,5,6041,61248
56042,5,6042,60900
56043,5,6043,59856
56044,5,6044,60204
56045,5,6045,60900
56046,5,6046,58464
56047,5,6047,61248
56048,5,6048,59160
56049,5,6049,61248
56050,5,6050,60900
56051,5,6051,59508
56052,5,6052,60204
56053,5,6053,60204
56054,5,6054,61944
56055,5,6055,59508
56056,5,6056,61944
56057,5,6057,60900
56058,5,6058,59856
56059,5,6059,60900
56060,5,6060,61596
56061,5,6061,59856
56062,5,6062,61248
56063,5,6063,60900
56064,5,6064,59508
56065,5,6065,61596
56066,5,6066,60900
56067,5,6067,58812
56068,5,6068,60204
56069,5,6069,61596
56070,5,6070,59508
56071,5,6071,60900
56072,5,6072,59508
56073,5,6073,60552
56074,5,6074,60552
56075,5,6075,60204
56076,5,6076,59508
56077,5,6077,61248
56078,5,6078,60900
56079,5,6079,59856
56080,5,6080,58464
56081,5,6081,60552
56082,5,6082,61248
56083,5,6083,60900
56084,5,6084,60204
56085,5,6085,61944
56086,5,6086,59856
56087,5,6087,60552
56088,5,6088,60900
56089,5,6089,59508
56090,5,6090,59508
56091,5,6091,60900
56092,5,6092,58812
56093,5,6093,60900
56094,5,6094,60552
56095,5,6095,60552
56096,5,6096,59508
56097,5,6097,60204
56098,5,6098,61596
56099,5,6099,60204
56100,5,6100,60204
56101,5,6101,60900
56102,5,6102,61248
56103,5,6103,59856
56104,5,6104,61248
56105,5,6105,60204
56106,5,6106,61596
56107,5,6107,59856
56108,5,6108,61596
56109,5,6109,60204
56110,5,6110,61596
56111,5,6111,60204
56112,5,6112,57768
56113,5,6113,59856
56114,5,6114,61248
56115,5,6115,61596
56116,5,6116,60552
56117,5,6117,59508
56118,5,6118,61596
56119,5,6119,60552
56120,5,6120,58812
56121,5,6121,59508
56122,5,6122,58464
56123,5,6123,60900
56124,5,6124,60900
56125,5,6125,61248
56126,5,6126,61596
56127,5,6127,61248
56128,5,6128,60900
56129,5,6129,59856
56130,5,6130,60204
56131,5,6131,60900
56132,5,6132,60900
56133,5,6133,61248
56134,5,6134,60552
56135,5,6135,60204
56136,5,6136,59508
56137,5,6137,60204
56138,5,6138,61944
56139,5,6139,59160
56140,5,6140,60552
56141,5,6141,61248
56142,5,6142,59508
56143,5,6143,60900
56144,5,6144,60900
56145,5,6145,59508
56146,5,6146,60552
56147,5,6147,60900
56148,5,6148,59508
56149,5,6149,59160
56150,5,6150,59508
56151,5,6151,61944
56152,5,6152,60204
56153,5,6153,60900
56154,5,6154,60900
56155,5,6155,60552
56156,5,6156,60552
56157,5,6157,59508
56158,5,6158,60204
56159,5,6159,61248
56160,5,6160,60900
56161,5,6161,60552
56162,5,6162,60900
56163,5,6163,60204
56164,5,6164,59856
56165,5,6165,61248
56166,5,6166,61248
56167,5,6167,57768
56168,5,6168,60204
56169,5,6169,61248
56170,5,6170,61596
56171,5,6171,60900
56172,5,6172,61248
56173,5,6173,58464
56174,5,6174,59856
56175,5,6175,61944
56176,5,6176,61248
56177,5,6177,59160
56178,5,6178,59508
56179,5,6179,61596
56180,5,6180,58464
56181,5,6181,61596
56182,5,6182,61248
56183,5,6183,59856
56184,5,6184,58812
56185,5,6185,61596
56186,5,6186,57768
56187,5,6187,61944
56188,5,6188,60204
56189,5,6189,59508
56190,5,6190,61944
56191,5,6191,59160
56192,5,6192,61248
56193,5,6193,59856
56194,5,6194,60204
56195,5,6195,60552
56196,5,6196,61248
56197,5,6197,61596
56198,5,6198,61248
56199,5,6199,61596
56200,5,6200,59508
56201,5,6201,60552
56202,5,6202,61596
56203,5,6203,58464
56204,5,6204,59508
56205,5,6205,60552
56206,5,6206,61944
56207,5,6207,59856
56208,5,6208,61248
56209,5,6209,59508
56210,5,6210,61248
56211,5,6211,60900
56212,5,6212,60552
56213,5,6213,60552
56214,5,6214,61944
56215,5,6215,59856
56216,5,6216,60900
56217,5,6217,59508
56218,5,6218,60552
56219,5,6219,60552
56220,5,6220,59856
56221,5,6221,61596
56222,5,6222,61248
56223,5,6223,60900
56224,5,6224,59856
56225,5,6225,61944
56226,5,6226,60552
56227,5,6227,61944
56228,5,6228,60900
56229,5,6229,58812
56230,5,6230,59160
56231,5,6231,59160
56232,5,6232,61596
56233,5,6233,60552
56234,5,6234,60900
56235,5,6235,59508
56236,5,6236,61248
56237,5,6237,61596
56238,5,6238,59856
56239,5,6239,61596
56240,5,6240,60204
56241,5,6241,59160
56242,5,6242,60204
56243,5,6243,61248
56244,5,6244,61596
56245,5,6245,60900
56246,5,6246,60900
56247,5,6247,59856
56248,5,6248,60552
56249,5,6249,61944
56250,5,6250,59856
56251,5,6251,60204
56252,5,6252,61248
56253,5,6253,61248
56254,5,6254,59160
56255,5,6255,61248
56256,5,6256,58464
56257,5,6257,59856
56258,5,6258,59856
56259,5,6259,61248
56260,5,6260,60204
56261,5,6261,61248
56262,5,6262,58812
56263,5,6263,59508
56264,5,6264,60900
56265,5,6265,60900
56266,5,6266,61248
56267,5,6267,61248
56268,5,6268,61944
56269,5,6269,59856
56270,5,6270,61596
56271,5,6271,60204
56272,5,6272,61248
56273,5,6273,59508
56274,5,6274,60900
56275,5,6275,60552
56276,5,6276,58464
56277,5,6277,60204
56278,5,6278,60204
56279,5,6279,60552
56280,5,6280,58464
56281,5,6281,60552
56282,5,6282,60204
56283,5,6283,60552
56284,5,6284,59856
56285,5,6285,57420
56286,5,6286,59856
56287,5,6287,61596
56288,5,6288,61248
56289,5,6289,59508
56290,5,6290,60900
56291,5,6291,61944
56292,5,6292,61248
56293,5,6293,60900
56294,5,6294,59856
56295,5,6295,60552
56296,5,6296,59160
56297,5,6297,60552
56298,5,6298,61248
56299,5,6299,59508
56300,5,6300,61944
56301,5,6301,60900
56302,5,6302,61596
56303,5,6303,61944
56304,5,6304,60204
56305,5,6305,60204
56306,5,6306,59508
56307,5,6307,58464
56308,5,6308,60552
56309,5,6309,61596
56310,5,6310,60552
56311,5,6311,57420
56312,5,6312,59856
56313,5,6313,61248
56314,5,6314,60552
56315,5,6315,59856
56316,5,6316,60900
56317,5,6317,61596
56318,5,6318,59856
56319,5,6319,57768
56320,5,6320,59508
56321,5,6321,61596
56322,5,6322,61944
56323,5,6323,61248
56324,5,6324,61596
56325,5,6325,59508
56326,5,6326,60552
56327,5,6327,61248
56328,5,6328,60204
56329,5,6329,59508
56330,5,6330,61248
56331,5,6331,60204
56332,5,6332,59160
56333,5,6333,59856
56334,5,6334,60204
56335,5,6335,60204
56336,5,6336,60900
56337,5,6337,59160
56338,5,6338,61248
56339,5,6339,59160
56340,5,6340,61944
56341,5,6341,59856
56342,5,6342,60204
56343,5,6343,60552
56344,5,6344,60900
56345,5,6345,60900
56346,5,6346,60204
56347,5,6347,60900
56348,5,6348,59856
56349,5,6349,60552
56350,5,6350,59856
56351,5,6351,60552
56352,5,6352,59160
56353,5,6353,60900
56354,5,6354,59508
56355,5,6355,59856
56356,5,6356,60204
56357,5,6357,59856
56358,5,6358,59856
56359,5,6359,60552
56360,5,6360,60900
56361,5,6361,59856
56362,5,6362,59856
56363,5,6363,61248
56364,5,6364,61248
56365,5,6365,61596
56366,5,6366,57768
56367,5,6367,61596
56368,5,6368,60552
56369,5,6369,60552
56370,5,6370,60552
56371,5,6371,59856
56372,5,6372,60552
56373,5,6373,60900
56374,5,6374,60900
56375,5,6375,60900
56376,5,6376,59160
56377,5,6377,61944
56378,5,6378,60204
56379,5,6379,61596
56380,5,6380,59856
56381,5,6381,61596
56382,5,6382,60552
56383,5,6383,61944
56384,5,6384,60204
56385,5,6385,61944
56386,5,6386,61248
56387,5,6387,59856
56388,5,6388,60900
56389,5,6389,61944
56390,5,6390,60552
56391,5,6391,60204
56392,5,6392,60552
56393,5,6393,61248
56394,5,6394,58116
56395,5,6395,60204
56396,5,6396,59508
56397,5,6397,59856
56398,5,6398,61248
56399,5,6399,58812
56400,5,6400,59508
56401,5,6401,61248
56402,5,6402,59856
56403,5,6403,58812
56404,5,6404,58812
56405,5,6405,59508
56406,5,6406,60900
56407,5,6407,60552
56408,5,6408,61596
56409,5,6409,60552
56410,5,6410,60552
56411,5,6411,59508
56412,5,6412,60552
56413,5,6413,60552
56414,5,6414,59160
56415,5,6415,59856
56416,5,6416,59856
56417,5,6417,59508
56418,5,6418,61596
56419,5,6419,61596
56420,5,6420,61596
56421,5,6421,60552
56422,5,6422,59856
56423,5,6423,61944
56424,5,6424,59856
56425,5,6425,60204
56426,5,6426,60204
56427,5,6427,59160
56428,5,6428,59160
56429,5,6429,60552
56430,5,6430,60900
56431,5,6431,59856
56432,5,6432,58116
56433,5,6433,61596
56434,5,6434,60900
56435,5,6435,59856
56436,5,6436,60552
56437,5,6437,61944
56438,5,6438,60204
56439,5,6439,60552
56440,5,6440,59160
56441,5,6441,61596
56442,5,6442,61248
56443,5,6443,60204
56444,5,6444,61248
56445,5,6445,60204
56446,5,6446,58464
56447,5,6447,59856
56448,5,6448,60552
56449,5,6449,61248
56450,5,6450,61944
56451,5,6451,59508
56452,5,6452,61248
56453,5,6453,60552
56454,5,6454,61944
56455,5,6455,59856
56456,5,6456,60900
56457,5,6457,61596
56458,5,6458,61248
56459,5,6459,60552
56460,5,6460,58812
56461,5,6461,60552
56462,5,6462,60900
56463,5,6463,61596
56464,5,6464,60204
56465,5,6465,60204
56466,5,6466,60552
56467,5,6467,61248
56468,5,6468,61596
56469,5,6469,61248
56470,5,6470,60204
56471,5,6471,60552
56472,5,6472,60204
56473,5,6473,60552
56474,5,6474,61248
56475,5,6475,60204
56476,5,6476,61248
56477,5,6477,61944
56478,5,6478,59856
56479,5,6479,61944
56480,5,6480,61596
56481,5,6481,61596
56482,5,6482,59856
56483,5,6483,59856
56484,5,6484,59856
56485,5,6485,61596
56486,5,6486,61248
56487,5,6487,61248
56488,5,6488,58464
56489,5,6489,59160
56490,5,6490,59856
56491,5,6491,59508
56492,5,6492,61596
56493,5,6493,60204
56494,5,6494,61944
56495,5,6495,60900
56496,5,6496,59856
56497,5,6497,60900
56498,5,6498,60204
56499,5,6499,59856
56500,5,6500,59508
56501,5,6501,60204
56502,5,6502,59160
56503,5,6503,61944
56504,5,6504,60204
56505,5,6505,59160
56506,5,6506,57768
56507,5,6507,59856
56508,5,6508,59856
56509,5,6509,59508
56510,5,6510,60900
56511,5,6511,60900
56512,5,6512,60204
56513,5,6513,60552
56514,5,6514,60552
56515,5,6515,61944
56516,5,6516,60552
56517,5,6517,61248
56518,5,6518,59856
56519,5,6519,61596
56520,5,6520,61248
56521,5,6521,61944
56522,5,6522,57768
56523,5,6523,60204
56524,5,6524,61248
56525,5,6525,60204
56526,5,6526,61248
56527,5,6527,59160
56528,5,6528,60552
56529,5,6529,60204
56530,5,6530,60552
56531,5,6531,60552
56532,5,6532,61248
56533,5,6533,61248
56534,5,6534,60900
56535,5,6535,60552
56536,5,6536,61596
56537,5,6537,60900
56538,5,6538,61248
56539,5,6539,60552
56540,5,6540,58464
56541,5,6541,61248
56542,5,6542,59856
56543,5,6543,59508
56544,5,6544,59856
56545,5,6545,61596
56546,5,6546,61596
56547,5,6547,59508
56548,5,6548,59856
56549,5,6549,60552
56550,5,6550,61596
56551,5,6551,59856
56552,5,6552,60900
56553,5,6553,60552
56554,5,6554,58812
56555,5,6555,60552
56556,5,6556,61248
56557,5,6557,61248
